официант;улыбчивый,бедный,внимательный,вежливый,приветливый,вышколенный,доброжелательный,милый,заботливый,расторопный
место;отличный,свободный,приятный,прекрасный,хороший,уютный,идеальный,любимый,посадочный,замечательный
способ;отличный,хороший,лучший,доступный
вытяжка;отличный,хороший,плохой,неплохой
организация;отличный,хороший,прекрасный,отвратительный
позиция;удачный,провальный,дорогой,лишний,интересный,лучший,жизненный,стандартный,любимый,популярный
отношение;хамский,внимательный,ужасный,человеческий,халатный,свинский,чуткий,доброжелательный,трепетный,отвратительный
день;сегодняшний,следующий,воскресный,трудовой,будний,жаркий,солнечный,выходной,рабочий,добрый
название;сложный,красивый,кодовый,точный,труднопроизносимый,незнакомый,замысловатый,смешной,громкий,интригующий
вид;внешний,красивый,прекрасный,первозданный,разный,панорамный,недовольный,различный,великолепный,шикарный
бар;отличный,хороший,винный,неплохой,скорый,маленький,приличный,пивной,любимый,устричный
коллектив;дружный,отличный,большой,женский,профессиональный,огромный,музыкальный,замечательный
воспоминание;приятный,прекрасный,светлый,хороший,ностальгический,лучший,замечательный,теплый,детский
музыка;приятный,фоновый,громкий,живой,тихий,ненавязчивый,негромкий,джазовый,спокойный,зажигательный
лист;чистый,лавровый,свежий,капустный,стоп,салатный,вялый,виноградный,ламинированный,банановый
ассортимент;огромный,хороший,большой,широкий,небольшой
подача;быстрый,правильный,красивый,великолепный,оригинальный,интересный,эффектный,симпатичный,необычный,одновременный
тон;дурной,бежевый,темный,светлый,спокойный,повышенный,коричневый,пастельный,теплый,хамский
компания;дружный,дружеский,большой,женский,больший,мужской,веселый,шумный,небольшой,пьяный
работа;отличный,организованный,грамотный,безупречный,профессиональный,командный,слаженный,ручной,хороший,авторский
кальян;отличный,хороший,шикарный,лучший,обычный
чай;жасминовый,зеленый,черный,горячий,зелёный,байский,холодный,фруктовый,ароматный,травяной
эмоция;приятный,положительный,отрицательный,лишний,особенный,негативный,позитивный,яркий,сильный,особый
вентиляция;хороший,плохой,слабый
лапша;рисовый,домашний,прозрачный,овощной,стеклянный,яичный,хрустальный,широкий,китайский,гречневый
голос;приятный,громкий,женский,мужской,внутренний,спокойный,милый,полный,прекрасный,сильный
вечер;приятный,субботний,прекрасный,чудесный,зимний,пятничный,поздний,романтический,добрый,воскресный
сочетание;непривычный,хороший,необычный,гармоничный,странный,идеальный,вкусовый,интересный,удачный,вкусовой
тесто;правильный,тончайший,нежнейший,нежный,тонкий,слоеный,песочный,тоненький,хрустящий,вкусный
погода;питерский,ветренный,плохой,промозглый,хороший,жаркий,солнечный,пасмурный,дождливый,летний
впечатление;приятный,неоднозначный,благоприятный,положительный,неизгладимый,негативный,хороший,неприятный,общий,двоякий
блюдо;рыбный,горячий,удачный,основной,любимый,простой,фирменный,вкусный,мясной,диетический
булочка;заварный,свежий,французский,горячий,свежайший,свежевыпеченный,аппетитный,вкусный,теплый,разный
отзыв;положительный,отрицательный,плохой,лестный,последний,восторженный,негативный,хороший,предыдущий,хвалебный
прожарка;отличный,правильный,разный,нужный,идеальный,нежный,полный,хороший,сильный,средний
кусок;огромный,толстенький,большой,сочный,больший,приличный,крупный,толстый,здоровенный,цельный
комната;курительный,кальянный,отдельный,ванный,дамский,сигарный,игровой,туалетный,просторный,детский
расположение;во-первых,хороший,прекрасный,территориальный,плохой,близкий,удобный,неудобный,удачный,отличный
кафе;городской,скорый,придорожный,уличный,недорогой,обычный,уютный,небольшой,литературный,маленький
уровень;прежний,хороший,достойный,низкий,высочайший,подобный,высший,высокий,должный,средний
атмосфера;приятный,доброжелательный,непринужденный,душевный,домашний,уютный,дружеский,располагающий,спокойный,теплый
администратор;неприветливый,вежливый,приветливый,хамоватый,компетентный,отзывчивый,любезный,старший,внимательный,дружелюбный
бульон;легкий,прозрачный,рыбный,говяжий,куриный,насыщенный,наваристый,крепкий,мясной,жирный
цвет;зеленый,серый,желтый,розовый,оранжевый,яркий,насыщенный,коричневый,белый,красный
супчик;луковый,овощной,рыбный,наваристый,густой,грибной,тайский,вкусный,куриный,щавелевый
порция;огромный,большой,больший,микроскопический,двойной,приличный,щедрый,маленький,мизерный,внушительный
интерьер;приятный,красивый,стильный,светлый,шикарный,интересный,уютный,милый,симпатичный,необычный
мороженое;сливочный,домашний,фисташковый,шоколадный,растаявший,итальянский,обычный,базиликовый,вкусный,ванильный
заправка;легкий,уксусный,анчоусный,горчичный,лимонный,сметанный,малиновый,йогуртовый,майонезный,кунжутный
