позиция;стандартный,новый,удачный,отдельный,лишний,классический,дорогой,горячий,лучший,основной
мебель;массивный,плетеный,отличный,хороший,антикварный,красивый,разномастный,добротный,мягкий,старый
погода;дождливый,холодный,отличный,пасмурный,теплый,промозглый,летний,питерский,серый,плохой
посуда;белый,фирменный,красивый,лишний,чистый,ненужный,приятный,неубранный,битый,отличный
туалет;маленький,грязный,отличный,отдельный,просторный,шикарный,общий,красивый,нормальный,общественный
прожарка;разный,отличный,хороший,нужный,правильный,средний,идеальный,нежный,сильный,полный
салат;новый,вкусный,приятный,неплохой,картофельный,нормальный,классический,домашний,столичный,средиземноморский
музыка;чудесный,джазовый,национальный,хороший,зажигательный,великолепный,классный,классический,восточный,клубный
паб;маленький,гастрономический,отличный,нормальный,замечательный,пивной,любимый,лучший,уютный,обычный
порция;маленький,мизерный,полноценный,отличный,добротный,новый,малюсенький,микроскопический,целый,добрый
программа;веселый,отличный,развлекательный,музыкальный,великолепный,интересный,новогодний,насыщенный,прекрасный,вечерний
подача;долгий,отличный,эффектный,одновременный,великолепный,быстрый,красивый,горячий,ресторанный,необычный
вкус;оригинальный,шоколадный,странный,сладковатый,классический,сбалансированный,прекрасный,мягкий,отменный,свежий
расположение;удачный,территориальный,отличный,во-первых,удобный,прекрасный,неудобный,приятный,лучший,плохой
морс;сладкий,хороший,облепиховый,вкусный,самодельный,прекрасный,малиновый,вкуснейший,свежий,клюквенный
название;оригинальный,сложный,странный,знакомый,громкий,итальянский,смешной,интересный,незнакомый,непонятный
пиво;разливный,домашний,пшеничный,качественный,замечательный,вкуснейший,безалкогольный,любимый,холодный,китайский
еда;грузинский,большой,заказанный,достойный,здоровый,добротный,прекрасный,плохой,свежий,настоящий
овощ;сезонный,вкусный,различный,хороший,какие-то,разный,свежайший,жаренный,припущенный,холодный
встреча;любезный,деловой,приятный,последний,долгожданный,радушный,прекрасный,скорый,молодой,милый
клиент;благодарный,новый,корпоративный,единственный,последний,потенциальный,правый,бывший,очередной,довольный
официант;любезный,новый,ненавязчивый,обходительный,симпатичный,услужливый,опытный,дружелюбный,молодой,хамоватый
обед;деловой,будничный,приятный,хороший,плотный,бесплатный,домашний,ранний,отличный,полный
обстановка;непринужденный,душевный,отличный,комфортный,красивый,общий,романтичный,окружающий,камерный,уютный
цена;маленький,большой,демократичный,недорогой,приемлимый,стандартный,дорогой,низкий,приемлемый,высокий
слово;кодовый,приятный,хороший,теплый,правильный,честный,лестный,волшебный,плохой,последний
сочетание;вкусовой,новый,вкусный,редкий,правильный,замечательный,вкусовый,прекрасный,гармоничный,любимый
атмосфера;дружественный,располагающий,особый,гостеприимный,великолепный,пабный,чудесный,тихий,расслабляющий,позитивный
суп;домашний,французский,кукурузный,грибный,пряный,нормальный,финский,лучший,испанский,грибной
человек;адекватный,белый,чужой,приятный,симпатичный,интересный,новый,молодой,приветливый,честный
кусочек;тоненький,маленький,большой,хороший,теплый,крупный,сочный,ровный,обжаренный,мелкий
креветка;маленький,большой,тигровый,хороший,нежный,коктейльный,обжаренный,жареный,вкусный,мелкий
коктейль;новый,фирменный,хороший,интересный,бесплатный,вкуснейший,приятный,горячий,отличный,молочный
интерьер;мрачный,новый,изысканный,достойный,теплый,красивый,домашний,современный,плохой,лаконичный
кофе;вкусный,крепкий,отличный,ирландский,нормальный,замечательный,горячий,лучший,плохой,обычный
ресторанчик;японский,новый,приятный,европейский,загородный,замечательный,французский,домашний,тихий,пивной
день;выходной,дождливый,хороший,рабочий,белый,разный,насыщенный,рыбный,лучший,холодный
супчик;тайский,отличный,хороший,овощной,нежный,густой,рыбный,наваристый,сливочный,грибной
повар;огромный,итальянский,знакомый,шеф-,новый,уважаемый,русский,талантливый,местный,настоящий
свет;новый,приятный,хороший,приглушенный,неяркий,уличный,солнечный,тусклый,естественный,теплый
эмоция;особый,сильный,хороший,лишний,негативный,отрицательный,особенный,яркий,позитивный,положительный
персонал;услужливый,большой,ненавязчивый,обходительный,любезный,заботливый,огромный,внимательный,вежливый,гостеприимный
девушка;милейший,доброжелательный,хороший,русский,миловидный,светловолосый,обаятельный,внимательный,любимый,стройный
кусок;большой,приличный,тонкий,свежий,цельный,небольшой,целый,мягкий,вкусный,отличный
администратор;любезный,внимательный,старший,хороший,приветливый,замечательный,вежливый,дружелюбный,уважаемый,милый
тесто;тоненький,толстый,хороший,слоеный,правильный,сухой,тонкий,тончайший,нежнейший,должен
настроение;особый,отличный,нужный,новогодний,замечательный,приятный,романтический,подпорченный,позитивный,благостный
лапша;широкий,стеклянный,овощной,домашний,хороший,китайский,хрустальный,острый,яичный,прозрачный
лист;вялый,различный,хороший,капустный,ламинированный,хрустящий,стоп,лавровый,большой,сочный
продукт;простой,дешевый,испорченный,свежайший,натуральный,диетический,основной,местный,свежий,молочный
оценка;общий,отличный,отдельный,плохой,субъективный,объективный,итоговый,низкий,высокий,положительный
тон;светлый,белый,дурной,голубой,хамский,приглушенный,бежевый,мягкий,красный,коричневый
блюдо;тайский,конкретный,изысканный,вегетарианский,последний,одинаковый,красивый,обычный,мясной,достойный
бар;маленький,новый,неплохой,замечательный,небольшой,приличный,любимый,лучший,скорый,обычный
соус;разный,соевый,теплый,великолепный,непонятный,йогуртовый,вкуснейший,базиликовый,мясной,вкусный
прибор;дорогой,чистый,отличный,хороший,лишний,тонкий,столовый,новый,рыбный,европейский
вид;чистый,неопрятный,неплохой,красивый,общий,замечательный,горячий,прекрасный,довольный,трёх
вариант;новый,стандартный,интересный,удачный,европейский,возможный,домашний,беспроигрышный,бюджетный,приемлемый
оформление;душевный,изысканный,хороший,цветовой,интересный,новогодний,прекрасный,приятный,отличный,внешний
карта;большой,клубный,алкогольный,десертный,чайный,неплохой,широкий,хороший,золотой,кофейный
чувство;расстроенный,странный,хороший,противоречивый,стадный,смешанный,прекрасный,легкий,отличный,двойственный
курица;вкусный,отличный,нежный,вареный,горячий,жаренный,жареный,копченый,сочный,мягкий
столовая;совковый,большой,белый,хороший,китайский,студенческий,общепитовский,заводской,советский,обычный
закуска;оригинальный,разный,разнообразный,различный,хороший,великолепный,любимый,прекрасный,рыбный,мясной
официантка;любезный,милейший,доброжелательный,дружелюбный,единственный,замечательный,прекрасный,молоденький,расторопный,милый
котлета;вкусный,овощной,хороший,щучий,картофельный,телячий,горячий,домашний,пожарский,киевский
качество;сомнительный,вкусовой,подобный,хороший,достойный,отвратительный,вкусовый,приличный,отменный,высший
вечер;субботний,жаркий,свадебный,прохладный,сегодняшний,добрый,прекрасный,приятный,волшебный,выпускной
решение;оригинальный,отличный,цветовой,правильный,быстрый,волевой,удачный,смелый,лучший,неожиданный
зал;разный,проходной,отличный,ресторанный,просторный,центральный,соседний,пустой,отдельный,кальянный
чай;черный,крепкий,отличный,жасминовый,нормальный,любимый,прекрасный,чёрный,простой,мятный
компания;разный,семейный,шумный,теплый,девичий,больший,пьяный,тесный,отличный,скромный
мороженое;итальянский,хороший,обычный,шоколадный,растаявший,горячий,базиликовый,ванильный,сливочный,фисташковый
пицца;маленький,итальянский,вкусный,отличный,хороший,фирменный,вкуснейший,любимый,горячий,настоящий
парковка;маленький,охраняемый,большой,отдельный,хороший,больший,небольшой,огромный,собственный,бесплатный
обслуживание;приятный,грамотный,доброжелательный,нормальный,ресторанный,супер,оперативный,лучший,навязчивый,милый
напиток;алкогольный,газированный,вкусный,приятный,хороший,чайный,горячительный,чудный,домашний,холодный
вино;сицилийский,китайский,хороший,греческий,великолепный,азербайджанский,армянский,открытый,испанский,настоящий
рисунок;черный,вкусный,отличный,хороший,дикий,отварной,детский,вареный,жареный,обычный
местечко;маленький,чудный,свободный,плохой,чудесный,симпатичный,прекрасный,тихий,забавный,уютный
бокал;маленький,грязный,большой,винный,высокий,последний,красный,красивый,огромный,отличный
вещь;странный,простой,подобный,разный,единственный,классический,интересный,вкусный,отличный,ценный
десерт;новый,вкусный,фирменный,великолепный,манговый,горячий,прекрасный,вкуснейший,отличный,творожный
начинка;шоколадный,безвкусный,хороший,двойной,ореховой,жидкий,прекрасный,овощной,мясной,творожный
размер;изрядный,достаточный,хороший,малый,средний,больший,небольшой,идеальный,скромный,нереальный
голос;женский,полный,хороший,мужской,внутренний,живой,красивый,прекрасный,громкий,милый
сервис;внимательный,хороший,достойный,великолепный,качественный,безупречный,спокойный,приличный,ужасный,навязчивый
