эмоция;положительный,лишний,позитивный,особый,приятный,негативный,яркий,сильный,отрицательный,особенный
человек;немолодой,молодой,незнакомый,взрослый,терпеливый,образованный,непьющий,порядочный,харизматичный,знающий
расположение;отличный,плохой,удачный,территориальный,близкий,неудобный,прекрасный,во-первых,удобный,хороший
бар;скорый,винный,отличный,неплохой,маленький,пивной,приличный,устричный,любимый,пустой
впечатление;двойственный,неоднозначный,противоречивый,неизгладимый,удручающий,общий,тягостный,благоприятный,двоякий,благостный
знакомый;многочисленный,официант,название,заведение,позиция,старый,лицо,блюдо,повар,хороший
лосось;обжаренный,копченый,слабосоленый,острый,маринованный,соленый,паровой,норвежский,малосольный,копчёным
праздник;чужой,прошедший,чудесный,семейный,незабываемый,новогодний,корпоративный,майский,детский,предстоящий
лист;салатный,стоп,виноградный,ламинированный,лавровый,банановый,двусторонний,заламинированный,вялый,капустный
обслуживание;выездный,оперативный,невнимательный,мгновенный,первоклассный,медленный,высококлассный,неназойливый,быстрый,эталонный
оценка;положительный,общий,максимальный,объективный,низкий,высокий,субъективный,наивысший,высший,итоговый
паста;чудесный,местный,вкусный,ореховой,томатный,лучший,ореховый,любимый,зубной,домашний
кухня;югославский,узбекский,дальневосточный,грузинский,молекулярный,кавказский,японский,индонезийский,адаптированный,паназиатский
кафе;недорогой,популярный,уличный,придорожный,литературный,скорый,средненький,городской,обычный,вегетарианский
девушка;подошедший,светловолосый,стройный,длинноногий,миловидный,хрупкий,безымянный,обаятельный,встречающий,улыбчивый
меню;банкетный,дегустационный,красочный,потасканный,постный,скудный,обширный,принесенный,обновленный,разнообразный
погода;солнечный,серый,дождливый,питерский,пасмурный,ветренный,осенний,промозглый,жаркий,прохладный
пицца;фирменный,итальянский,вкусный,лучший,сытный,вкуснейший,настоящий,обалденный,сухой,шикарный
паб;ирландский,добротный,классический,бельгийский,пивной,лучший,настоящий,гастрономический,нормальный,английский
атмосфера;пабный,расслабляющий,неповторимый,располагающий,непередаваемый,дружественный,душевный,непринужденный,дружеский,тёплая
кофе;вкусный,неплохой,ирландский,плохой,утренний,заказанный,крепкий,бесплатный,ароматный,отменный
встреча;радушный,скорый,любезный,серьезный,рабочий,деловой,романтический,новый,дружеский,долгожданный
обстановка;спокойный,расслабляющий,окружающий,уютный,интимный,романтичный,камерный,непринужденный,комфортный,тёплая
столовая;белый,общепитовский,обычный,заводской,совковый,студенческий,хороший,китайский,школьный,советский
бокал;синий,стеклянный,пустой,чистый,дешевый,винный,фирменный,правильный,хрустальный,грязный
тесто;тоненький,песочный,должен,слоеный,тончайший,нежный,нежнейший,хрустящий,толстый,тонкий
прожарка;средний,правильный,нужный,нежный,отличный,полный,идеальный,сильный,разный,хороший
десерт;шоколадный,манговый,творожный,оригинальный,вкусный,банановый,черничный,бесплатный,вкуснейший,обалденный
персонал;обслуживающий,обученный,предупредительный,обходительный,приветливый,вышколенный,отзывчивый,услужливый,вежливый,дружелюбный
пиво;разливный,прокисший,тёмное,фильтрованный,бельгийский,бутылочный,разбавленный,василеостровский,импортный,нефильтрованный
исполнение;живой,правильный,классический,лучший,хороший,качественный,идеальный,прекрасный,новый,достойный
коктейль;фруктовый,молочный,бесплатный,потрясающий,классный,вкуснейший,авторский,алкогольный,обалденный,безалкогольный
сервировка;хороший,лишний,плохой,достойный,полный,отличный,красивый,прекрасный,нормальный,впечатляющий
вечер;осенний,прекраснейший,августовский,дождливый,воскресный,поздний,пятничный,зимний,выпускной,субботний
суп;фасолевый,крем-,кисло-острый,земляничный,тыквенный,щавелевый,чечевичный,галиссийский,луковый,гороховый
место;козырный,посадочный,парковочный,людный,сидячий,отхожий,видный,проходимый,злачный,уютнейший
рисунок;дикий,идеальный,отличный,обычный,жареный,отварной,черный,вареный,сухой,детский
сочетание;необычный,непривычный,идеальный,оптимальный,удачный,невероятный,смелый,гармоничный,вкусовый,вкусовой
морс;самодельный,малиновый,свежий,брусничный,вкусный,клюквенный,сладкий,облепиховый,вкуснейший,домашний
